0,0.755269,0
0,-0.589115,0
0,-0.190225,0
0,1.71952,1.72176
0,-1.00244,0.0339075
0,-0.380486,0.00066776
0,0.651711,1.31506e-05
0,0.334923,2.58982e-07
0,-0.0247296,5.10028e-09
0,-0.0135786,1.00443e-10
0,-0.702139,1.97808e-12
0,0.033435,3.89554e-14
0,-0.00818591,7.6717e-16
0,-0.236826,1.51083e-17
0,0.0842469,2.97537e-19
0,-0.995164,5.85956e-21
0,0.676821,1.15396e-22
0,-0.42507,2.27255e-24
0,0.0980326,4.47547e-26
0,-0.0046079,8.8138e-28
0.0152921,1.8642,1.73575e-29
0.0305451,0.131325,3.41832e-31
0.0457593,-0.341799,6.73188e-33
0.0609348,-0.21954,1.32575e-34
0.0760715,-0.0348491,2.61087e-36
0.0911697,-0.331865,5.14174e-38
0.106229,-0.923451,1.01259e-39
0.121251,-0.405894,1.99416e-41
0.136234,-1.15566,3.9272e-43
0.151179,0.611927,7.73407e-45
0.166085,0.761159,1.52311e-46
0.180954,-1.37157,2.99956e-48
0.195785,-1.32844,5.9072e-50
0.210578,0.387865,1.16334e-51
0.225333,-1.64845,2.29103e-53
0.240051,-0.336799,4.51185e-55
0.254731,0.601113,8.88545e-57
0.269374,1.55142,1.74986e-58
0.28398,0.456221,3.4461e-60
0.298548,1.20948,6.78661e-62
0.195427,1.29602,1.33653e-63
0.127925,-0.32379,2.6321e-65
0.083739,-1.81467,5.18354e-67
0.054815,0.527728,1.02082e-68
0.0358815,0.658202,2.01037e-70
0.0234878,0.695364,3.95913e-72
0.0153749,0.91194,7.79694e-74
0.0100643,0.50978,1.5355e-75
0.00658803,-0.612728,3.02394e-77
0.00431248,0.682171,5.95522e-79
0.00282292,0.338102,1.17279e-80
0.00184786,-0.480405,2.30965e-82
0.0012096,0.269503,4.54853e-84
0.000791794,1.24688,8.95768e-86
0.000518303,0.731203,1.76409e-87
0.000339277,2.04941,3.47412e-89
0.000222088,-0.80772,6.84178e-91
0.000145378,0.128583,1.34739e-92
9.51631e-05,0.210003,2.65349e-94
6.22931e-05,0.6805,5.22567e-96
4.07766e-05,0.19298,1.02912e-97
2.66921e-05,0.22346,2.02671e-99
1.74724e-05,0.722672,3.99131e-101
1.14373e-05,-0.553272,7.86032e-103
7.4868e-06,-1.50082,1.54798e-104
4.90081e-06,-0.37497,3.04852e-106
3.20803e-06,1.17504,6.00363e-108
2.09996e-06,-0.950326,1.18233e-109
1.37462e-06,1.11331,2.32843e-111
8.99814e-07,-0.170851,4.5855e-113
5.89012e-07,-2.17688,9.03049e-115
3.85563e-07,-0.62578,1.77843e-116
2.52387e-07,0.224112,3.50236e-118
1.65211e-07,-0.232857,6.89739e-120
1.08146e-07,0.767041,1.35834e-121
7.07914e-08,2.09671,2.67506e-123
4.63395e-08,-0.145192,5.26815e-125
3.03335e-08,1.02563,1.03749e-126
1.98561e-08,-2.49332,2.04318e-128
1.29977e-08,-0.822715,4.02376e-130
8.50818e-09,-0.0852378,7.92422e-132
5.5694e-09,-0.315893,1.56056e-133
3.64569e-09,-0.369288,3.0733e-135
2.38644e-09,-0.361322,6.05243e-137
1.56215e-09,0.626558,1.19194e-138
1.02257e-09,-0.173301,2.34735e-140
6.69367e-10,-2.35535,4.62278e-142
4.38163e-10,0.953149,9.1039e-144
2.86818e-10,-0.192817,1.79288e-145
1.87749e-10,-0.258305,3.53083e-147
1.22899e-10,0.427333,6.95346e-149
8.0449e-11,1.12828,1.36939e-150
5.26614e-11,-1.54995,2.69681e-152
3.44718e-11,-0.498438,5.31098e-154
2.2565e-11,0.947861,1.04592e-155
1.47709e-11,-0.646212,2.05979e-157
9.66891e-12,0.566544,4.05647e-159
6.3292e-12,0.298566,7.98863e-161
4.14305e-12,-0.981406,1.57325e-162
2.71201e-12,2.71201e-12,3.09829e-164
